,Date,Defect ID,Defect Qty,Downtime min,Vendor,Sub Category,Category,Material Type,Plant,Defect,Defect Type
1546,2014-06-15,109,31840,0,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Wrong Shade of Color,Rejected
1547,2014-06-10,109,5573,0,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Wrong Shade of Color,Rejected
1548,2014-06-08,42,11,0,Strongcane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Damaged Rolls,Rejected
1549,2014-05-31,109,8366,0,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Wrong Shade of Color,No Impact
1550,2014-05-31,25,4444,0,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Misc,Rejected
1551,2014-05-31,109,3560,0,Solholdings,Packaging,Packaging,Film,"Rockford, IL",Wrong Shade of Color,No Impact
1552,2014-05-27,109,3004,0,Zunice,Logistics,Logistics,Film,"Milwaukee, Wi",Wrong Shade of Color,Rejected
1553,2014-05-27,25,2114,0,Zunice,Logistics,Logistics,Film,"Milwaukee, Wi",Misc,Rejected
1554,2014-05-26,25,8476,0,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Misc,Rejected
1555,2014-05-25,25,25427,0,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Misc,Rejected
1556,2014-05-12,53,3,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Creases / Wrinkles,Rejected
1557,2014-05-07,25,134,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Misc,No Impact
1558,2014-04-20,25,93450,0,Zunice,Logistics,Logistics,Film,"Milwaukee, Wi",Misc,Rejected
1559,2014-04-20,147,8509,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Printing Defect,No Impact
1560,2014-04-15,53,4913,0,Solholdings,Logistics,Logistics,Film,"Davenport, IA",Creases / Wrinkles,Rejected
1561,2014-04-15,54,2,0,Strongcane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Splice,No Impact
1562,2014-04-13,45,29370,0,Quotelane,Mechanicals,Mechanicals,Film,"Skokie, IL",Split Seams,Impact
1563,2014-04-12,59,8476,0,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Roll Pattern,Rejected
1564,2014-04-12,69,2716,0,Alphadax,Mechanicals,Mechanicals,Film,"Skokie, IL",Foreign Material,Impact
1565,2014-04-09,49,59329,0,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Slitting Erorrs,Rejected
1566,2014-04-09,74,72,0,Strongcane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Film Not Intact,Rejected
1567,2014-04-06,51,10,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",No Adhesive,No Impact
1568,2014-04-01,58,1502,0,Alphadax,Mechanicals,Mechanicals,Film,"Skokie, IL",Incorrect Material,Impact
1569,2014-04-01,58,597,0,Alphadax,Mechanicals,Mechanicals,Film,"Skokie, IL",Incorrect Material,Impact
1570,2014-03-16,50,115,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Tension Issues,Rejected
1571,2014-03-16,50,57,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Tension Issues,Rejected
1572,2014-03-10,46,93231,0,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Film Not Sealing,Impact
1573,2014-03-09,26,10773,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Loose Core,Rejected
1574,2014-03-03,14,5,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Wrong Size,Impact
1575,2014-03-02,248,342,0,Strongcane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Wrong Qty,Impact
1576,2014-03-01,51,10,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",No Adhesive,Impact
1577,2014-02-27,58,85440,0,Dentocity,Mechanicals,Mechanicals,Film,"Toledo, OH",Incorrect Material,Rejected
1578,2014-02-07,76,10680,0,Dentocity,Mechanicals,Mechanicals,Film,"Elgin, IL",No Print,No Impact
1579,2013-12-09,42,11125,0,Quotelane,Logistics,Logistics,Film,"Madison, WI",Damaged Rolls,No Impact
1580,2013-12-06,178,1207,0,Indi-dox,Mechanicals,Mechanicals,Film,"Gary, IN",Missing Labels,No Impact
1581,2013-12-05,54,38168,0,Quotelane,Mechanicals,Mechanicals,Film,"Toledo, OH",Splice,Rejected
1582,2013-12-03,50,19,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Tension Issues,Rejected
1583,2013-12-02,42,16951,0,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Damaged Rolls,No Impact
1584,2013-12-02,42,5563,0,Zentrax,Logistics,Logistics,Film,"Madison, WI",Damaged Rolls,No Impact
1585,2013-11-28,51,3115,0,Quotelane,Packaging,Packaging,Film,"Northbrook, IL",No Adhesive,Rejected
1586,2013-11-21,154,1335,0,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Print Impression,Rejected
1587,2013-10-22,54,43833,0,Solholdings,Mechanicals,Mechanicals,Film,"Toledo, OH",Splice,No Impact
1588,2013-09-11,60,15602,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Wrong Registration,Rejected
1589,2013-09-09,42,131720,0,Solholdings,Mechanicals,Mechanicals,Film,"Skokie, IL",Damaged Rolls,Rejected
1590,2013-09-02,25,11987,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Misc,Rejected
1591,2013-08-26,25,8788,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Misc,No Impact
1592,2013-08-21,46,5,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Film Not Sealing,No Impact
1593,2013-08-19,77,9256,0,Solholdings,Electrical,Electrical,Film,"Grand Rapids, MI",Wrong Ink,No Impact
1594,2013-08-07,50,15575,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Tension Issues,Rejected
1595,2013-07-02,42,12,0,Physcone,Mechanicals,Mechanicals,Film,"Elgin, IL",Damaged Rolls,No Impact
1596,2013-07-02,42,12,0,Physcone,Mechanicals,Mechanicals,Film,"Elgin, IL",Damaged Rolls,No Impact
1597,2013-06-23,69,17297,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Foreign Material,Impact
1598,2013-04-09,42,11125,0,Quotelane,Logistics,Logistics,Film,"Madison, WI",Damaged Rolls,No Impact
1599,2013-04-06,178,1207,0,Indi-dox,Mechanicals,Mechanicals,Film,"Gary, IN",Missing Labels,No Impact
1600,2013-04-05,54,38168,0,Quotelane,Mechanicals,Mechanicals,Film,"Toledo, OH",Splice,Rejected
1601,2013-04-03,50,19,0,Quotelane,Mechanicals,Mechanicals,Film,"Indianapolis, IN",Tension Issues,Rejected
1602,2013-04-02,42,16951,0,Quotelane,Mechanicals,Mechanicals,Film,"Green Bay, WI",Damaged Rolls,No Impact
1603,2013-04-02,42,5563,0,Zentrax,Logistics,Logistics,Film,"Madison, WI",Damaged Rolls,No Impact
1604,2013-03-28,51,3115,0,Quotelane,Packaging,Packaging,Film,"Northbrook, IL",No Adhesive,Rejected
1605,2013-03-21,154,1335,0,Quotelane,Logistics,Logistics,Film,"Naperville, IL",Print Impression,Rejected
1606,2013-02-22,54,43833,0,Solholdings,Mechanicals,Mechanicals,Film,"Toledo, OH",Splice,No Impact
1607,2013-01-11,60,15602,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Wrong Registration,Rejected
1608,2013-01-09,42,131720,0,Solholdings,Mechanicals,Mechanicals,Film,"Skokie, IL",Damaged Rolls,Rejected
1609,2013-01-02,25,11987,0,Dentocity,Goods & Services,Goods & Services,Film,"Monon, IN",Misc,Rejected
1610,2014-12-25,27,2,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Tubs Stuck,Impact
1611,2014-12-14,28,27,0,Plustax,Logistics,Logistics,Batteries,"Davenport, IA",Bad Print,Rejected
1612,2014-12-11,173,5,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Irregular Shape,Rejected
1613,2014-11-26,30,361,0,Plustax,Logistics,Logistics,Controllers,"Bangor, MI",Foreign objects found,Rejected
1614,2014-10-20,155,1602,0,Plustax,Logistics,Logistics,Controllers,"Bangor, MI",Loose Fit,Rejected
1615,2014-10-09,281,2,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,Rejected
1616,2014-10-01,165,5,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Bubbling,Rejected
1617,2014-09-13,165,13,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Bubbling,Rejected
1618,2014-09-13,27,10,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Tubs Stuck,Rejected
1619,2014-07-07,123,14,0,Plustax,Logistics,Logistics,Electrolytes,"Bangor, MI",Mixed Parts,No Impact
1620,2014-07-06,25,267,0,Plustax,Logistics,Logistics,Batteries,"Davenport, IA",Misc,Rejected
1621,2014-07-02,25,267,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Misc,Impact
1622,2014-06-10,86,641,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Print Problems,Rejected
1623,2014-06-03,25,2,0,Plustax,Logistics,Logistics,Controllers,"Davenport, IA",Misc,Rejected
1624,2014-05-27,30,267,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Foreign objects found,Rejected
1625,2014-05-14,25,356,0,Plustax,Logistics,Logistics,Controllers,"Davenport, IA",Misc,Rejected
1626,2014-05-07,186,2,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Poor  Adhesion,Rejected
1627,2014-04-27,232,2136,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Damaged,Rejected
1628,2014-04-27,29,534,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
1629,2014-04-27,29,178,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
1630,2014-04-23,29,534,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
1631,2014-04-21,29,2136,0,Plustax,Logistics,Logistics,Controllers,Cincinnati OH,Warped,Rejected
1632,2014-04-17,29,1068,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1633,2014-04-17,232,401,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Damaged,No Impact
1634,2014-04-14,30,534,0,Plustax,Logistics,Logistics,Batteries,"Davenport, IA",Foreign objects found,Rejected
1635,2014-04-10,29,2670,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1636,2014-04-10,29,2003,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1637,2014-04-10,29,534,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1638,2014-04-10,27,267,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Tubs Stuck,No Impact
1639,2014-04-10,29,178,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1640,2014-04-07,30,2564,0,Plustax,Logistics,Logistics,Controllers,"Davenport, IA",Foreign objects found,Rejected
1641,2014-03-26,29,5874,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
1642,2014-03-25,86,43575,0,Plustax,Logistics,Logistics,Controllers,Cincinnati OH,Print Problems,Rejected
1643,2014-03-25,29,1068,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
1644,2014-03-25,29,534,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
1645,2014-03-22,27,9,0,Plustax,Logistics,Logistics,Batteries,"Bangor, MI",Tubs Stuck,No Impact
1646,2014-03-13,29,1958,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,Impact
1647,2014-03-12,27,9,0,Plustax,Logistics,Logistics,Batteries,"Bangor, MI",Tubs Stuck,No Impact
1648,2014-03-10,27,41,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Tubs Stuck,Rejected
1649,2014-03-09,29,178,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,Rejected
1650,2014-03-05,29,534,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Warped,No Impact
1651,2014-03-01,29,801,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Rejected
1652,2014-02-25,86,668,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Print Problems,Rejected
1653,2014-02-25,29,534,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1654,2014-02-25,29,401,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Rejected
1655,2014-02-19,29,534,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1656,2014-02-11,109,267,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Wrong Shade of Color,Rejected
1657,2014-02-06,25,4,0,Plustax,Logistics,Logistics,Batteries,"Bangor, MI",Misc,No Impact
1658,2014-02-04,25,25632,0,Plustax,Logistics,Logistics,Batteries,"Bangor, MI",Misc,No Impact
1659,2014-02-01,28,5340,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Bad Print,No Impact
1660,2014-02-01,27,267,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Tubs Stuck,No Impact
1661,2014-01-30,29,534,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,No Impact
1662,2014-01-21,29,641,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1663,2014-01-06,28,22250,0,Plustax,Logistics,Logistics,Controllers,Cincinnati OH,Bad Print,No Impact
1664,2014-01-06,232,1068,0,Plustax,Logistics,Logistics,Controllers,Cincinnati OH,Damaged,Rejected
1665,2014-01-01,27,534,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Tubs Stuck,No Impact
1666,2014-01-01,27,534,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Tubs Stuck,No Impact
1667,2013-12-23,29,534,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1668,2013-12-16,29,17943,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,No Impact
1669,2013-12-16,28,5340,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Bad Print,No Impact
1670,2013-12-09,29,42720,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,No Impact
1671,2013-12-03,86,12176,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Print Problems,No Impact
1672,2013-12-03,29,534,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,No Impact
1673,2013-12-03,28,178,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Bad Print,No Impact
1674,2013-11-28,29,45,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,No Impact
1675,2013-10-23,216,534,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Cut Wires,No Impact
1676,2013-10-21,155,5207,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Loose Fit,Rejected
1677,2013-09-26,29,89,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1678,2013-09-04,28,53400,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Bad Print,No Impact
1679,2013-08-11,27,40050,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Tubs Stuck,No Impact
1680,2013-08-06,28,267,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Bad Print,No Impact
1681,2013-07-13,25,321,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Misc,No Impact
1682,2013-06-29,29,1157,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Warped,No Impact
1683,2013-06-16,32,1602,0,Plustax,Logistics,Logistics,Controllers,Cincinnati OH,Opened containers,No Impact
1684,2013-06-01,29,76896,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Warped,Impact
1685,2013-06-01,29,1068,0,Plustax,Logistics,Logistics,Batteries,"Madison, WI",Warped,No Impact
1686,2013-05-27,29,3204,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Warped,No Impact
1687,2013-05-25,27,22250,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Tubs Stuck,Impact
1688,2013-05-19,29,10680,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Impact
1689,2013-04-24,29,18690,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Impact
1690,2013-04-24,29,53400,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Impact
1691,2013-04-24,29,445000,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Impact
1692,2013-04-24,29,178000,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,Impact
1693,2013-04-23,29,534,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1694,2013-04-16,29,17943,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Warped,No Impact
1695,2013-04-16,28,5340,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Bad Print,No Impact
1696,2013-04-09,29,42720,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,No Impact
1697,2013-04-03,86,12176,0,Plustax,Logistics,Logistics,Controllers,"Springfield, IL",Print Problems,No Impact
1698,2013-04-03,29,534,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,No Impact
1699,2013-04-03,28,178,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Bad Print,No Impact
1700,2013-03-28,29,45,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Warped,No Impact
1701,2013-02-23,216,534,0,Plustax,Logistics,Logistics,Batteries,Cincinnati OH,Cut Wires,No Impact
1702,2013-02-21,155,5207,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Loose Fit,Rejected
1703,2013-01-26,29,89,0,Plustax,Logistics,Logistics,Controllers,"Madison, WI",Warped,No Impact
1704,2013-01-04,28,53400,0,Plustax,Logistics,Logistics,Batteries,"Springfield, IL",Bad Print,No Impact
1705,2014-12-31,90,6692,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1706,2014-12-31,90,445,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1707,2014-12-10,109,890,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Wrong Shade of Color,No Impact
1708,2014-11-26,90,6451,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
1709,2014-11-26,90,225,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1710,2014-11-02,270,45978,0,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Poor Pairing,No Impact
1711,2014-10-29,273,47213,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Wrong Fasteners,Rejected
1712,2014-10-15,90,13528,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
1713,2014-10-15,90,3382,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1714,2014-10-07,90,23140,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
1715,2014-10-07,273,13987,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Wrong Fasteners,No Impact
1716,2014-10-07,90,445,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1717,2014-10-07,90,356,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1718,2014-10-07,90,267,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1719,2014-10-07,90,187,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1720,2014-10-02,273,25566,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Wrong Fasteners,Rejected
1721,2014-10-02,273,9457,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Wrong Fasteners,Rejected
1722,2014-10-01,90,26700,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
1723,2014-10-01,90,16910,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
1724,2014-10-01,90,2492,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1725,2014-10-01,90,712,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1726,2014-09-27,90,2225,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1727,2014-09-20,90,12305,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1728,2014-09-14,90,28480,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
1729,2014-09-14,90,1780,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1730,2014-09-14,90,1691,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1731,2014-09-13,90,1780,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1732,2014-08-30,270,2,0,ontotam,Packaging,Packaging,Carton,"Rockford, IL",Poor Pairing,No Impact
1733,2014-07-08,90,1691,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1734,2014-06-11,90,3560,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1735,2014-06-11,90,2537,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1736,2014-04-27,90,2350,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1737,2014-04-27,90,89,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1738,2014-03-04,90,24030,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1739,2014-02-22,90,23496,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,No Impact
1740,2014-02-21,90,13430,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1741,2014-01-28,161,1958,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Torn Packaging,Rejected
1742,2014-01-15,63,3382,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Cartons Not Opening,Rejected
1743,2014-01-15,63,2537,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Cartons Not Opening,Rejected
1744,2014-01-13,161,1958,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Torn Packaging,Rejected
1745,2013-12-24,90,1691,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1746,2013-12-24,90,846,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1747,2013-12-10,90,14861,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1748,2013-12-05,90,579,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1749,2013-12-03,90,2791,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
1750,2013-11-27,90,1469,0,ontotam,Electrical,Electrical,Carton,"Grand Rapids, MI",Printing Defects,Rejected
