AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_ARRIVAL,ARRIVAL_TIME,ARRIVAL_DELAY,SCHEDULED_TIME,ELAPSED_TIME,DELAY_LEVEL
OO,ORD,SAT,2015-01-01 08:06:00,08:05:00,-1.0,11:17:00,11:14:00,-3.0,191.0,189.0,0
OO,SFO,SNA,2015-01-01 08:06:00,08:07:00,1.0,09:38:00,09:33:00,-5.0,92.0,86.0,0
OO,LAX,ASE,2015-01-01 08:07:00,08:01:00,-6.0,11:15:00,11:21:00,6.0,128.0,140.0,0
UA,IAD,IAH,2015-01-01 08:08:00,08:12:00,4.0,10:36:00,10:50:00,14.0,208.0,218.0,0
UA,LAX,IAH,2015-01-01 08:08:00,08:10:00,2.0,13:25:00,13:32:00,7.0,197.0,202.0,0
EV,HDN,DEN,2015-01-01 08:08:00,09:33:00,85.0,09:16:00,10:40:00,84.0,68.0,67.0,2
HA,HNL,ITO,2015-01-01 08:08:00,08:09:00,1.0,08:58:00,09:07:00,9.0,50.0,58.0,0
OO,ORD,TVC,2015-01-01 08:08:00,08:03:00,-5.0,10:13:00,10:08:00,-5.0,65.0,65.0,0
UA,SMF,IAD,2015-01-01 08:09:00,08:07:00,-2.0,16:01:00,15:47:00,-14.0,292.0,280.0,0
DL,DTW,JFK,2015-01-01 08:09:00,08:04:00,-5.0,10:08:00,09:32:00,-36.0,119.0,88.0,0
OO,DEN,MTJ,2015-01-01 08:09:00,08:01:00,-8.0,09:09:00,09:07:00,-2.0,60.0,66.0,0
OO,FAT,LAX,2015-01-01 08:10:00,08:04:00,-6.0,09:30:00,10:12:00,42.0,80.0,128.0,0
UA,IAD,SAN,2015-01-01 08:10:00,08:25:00,15.0,10:55:00,10:56:00,1.0,345.0,331.0,1
UA,IAD,SEA,2015-01-01 08:10:00,08:21:00,11.0,11:11:00,11:07:00,-4.0,361.0,346.0,1
UA,SNA,IAH,2015-01-01 08:10:00,08:20:00,10.0,13:18:00,13:29:00,11.0,188.0,189.0,1
US,LAX,RDU,2015-01-01 08:10:00,08:00:00,-10.0,15:50:00,15:30:00,-20.0,280.0,270.0,0
US,SYR,CLT,2015-01-01 08:10:00,08:07:00,-3.0,10:33:00,10:34:00,1.0,143.0,147.0,0
US,PWM,CLT,2015-01-01 08:10:00,08:06:00,-4.0,10:45:00,10:45:00,0.0,155.0,159.0,0
UA,ORD,SAN,2015-01-01 08:10:00,08:08:00,-2.0,10:40:00,10:13:00,-27.0,270.0,245.0,0
VX,LAX,EWR,2015-01-01 08:10:00,08:10:00,0.0,16:30:00,16:07:00,-23.0,320.0,297.0,0
WN,ATL,PHL,2015-01-01 08:10:00,08:02:00,-8.0,10:15:00,09:49:00,-26.0,125.0,107.0,0
WN,BDL,MCO,2015-01-01 08:10:00,08:07:00,-3.0,11:15:00,11:03:00,-12.0,185.0,176.0,0
WN,BWI,STL,2015-01-01 08:10:00,08:22:00,12.0,09:30:00,09:58:00,28.0,140.0,156.0,1
WN,DAL,DEN,2015-01-01 08:10:00,08:13:00,3.0,09:20:00,09:03:00,-17.0,130.0,110.0,0
WN,DAL,MCO,2015-01-01 08:10:00,08:03:00,-7.0,11:35:00,11:19:00,-16.0,145.0,136.0,0
WN,ELP,DAL,2015-01-01 08:10:00,08:30:00,20.0,10:40:00,10:59:00,19.0,90.0,89.0,1
WN,ISP,BWI,2015-01-01 08:10:00,08:07:00,-3.0,09:30:00,09:15:00,-15.0,80.0,68.0,0
WN,JAX,ATL,2015-01-01 08:10:00,08:05:00,-5.0,09:20:00,09:07:00,-13.0,70.0,62.0,0
WN,SAN,HOU,2015-01-01 08:10:00,08:07:00,-3.0,13:05:00,13:02:00,-3.0,175.0,175.0,0
WN,SMF,DEN,2015-01-01 08:10:00,08:17:00,7.0,11:35:00,12:04:00,29.0,145.0,167.0,1
UA,IAD,SJU,2015-01-01 08:10:00,08:09:00,-1.0,12:54:00,12:29:00,-25.0,224.0,200.0,0
US,BOS,CLT,2015-01-01 08:10:00,08:09:00,-1.0,10:45:00,10:44:00,-1.0,155.0,155.0,0
US,FLL,CLT,2015-01-01 08:10:00,08:01:00,-9.0,10:09:00,10:00:00,-9.0,119.0,119.0,0
AA,LAS,JFK,2015-01-01 08:10:00,08:03:00,-7.0,16:05:00,15:35:00,-30.0,295.0,272.0,0
AA,PDX,DFW,2015-01-01 08:10:00,07:57:00,-13.0,13:55:00,13:57:00,2.0,225.0,240.0,0
AS,SEA,PSP,2015-01-01 08:10:00,08:16:00,6.0,10:44:00,10:49:00,5.0,154.0,153.0,1
B6,BOS,BWI,2015-01-01 08:10:00,08:06:00,-4.0,09:48:00,09:52:00,4.0,98.0,106.0,0
B6,BUF,BOS,2015-01-01 08:10:00,08:05:00,-5.0,09:35:00,09:29:00,-6.0,85.0,84.0,0
B6,FLL,SJU,2015-01-01 08:10:00,08:10:00,0.0,11:38:00,11:32:00,-6.0,148.0,142.0,0
DL,DTW,RSW,2015-01-01 08:10:00,08:13:00,3.0,11:21:00,11:03:00,-18.0,191.0,170.0,0
DL,JFK,MIA,2015-01-01 08:10:00,08:08:00,-2.0,11:32:00,11:33:00,1.0,202.0,205.0,0
DL,JAX,MSP,2015-01-01 08:10:00,08:09:00,-1.0,10:23:00,10:27:00,4.0,193.0,198.0,0
DL,ATL,OKC,2015-01-01 08:10:00,08:20:00,10.0,09:37:00,09:36:00,-1.0,147.0,136.0,1
DL,ATL,IAH,2015-01-01 08:10:00,08:09:00,-1.0,09:32:00,09:22:00,-10.0,142.0,133.0,0
DL,ATL,DEN,2015-01-01 08:10:00,08:09:00,-1.0,09:40:00,09:37:00,-3.0,210.0,208.0,0
EV,ORD,CHS,2015-01-01 08:10:00,08:07:00,-3.0,11:20:00,11:08:00,-12.0,130.0,121.0,0
EV,ROA,ORD,2015-01-01 08:10:00,08:00:00,-10.0,09:10:00,09:04:00,-6.0,120.0,124.0,0
EV,RIC,ATL,2015-01-01 08:10:00,08:01:00,-9.0,10:05:00,09:38:00,-27.0,115.0,97.0,0
EV,CHA,ATL,2015-01-01 08:10:00,08:04:00,-6.0,09:05:00,08:56:00,-9.0,55.0,52.0,0
EV,CLE,ATL,2015-01-01 08:10:00,08:03:00,-7.0,10:13:00,09:42:00,-31.0,123.0,99.0,0
EV,EYW,ATL,2015-01-01 08:10:00,08:05:00,-5.0,10:11:00,09:57:00,-14.0,121.0,112.0,0
EV,ISN,DEN,2015-01-01 08:10:00,08:03:00,-7.0,09:19:00,08:46:00,-33.0,129.0,103.0,0
F9,DEN,SAN,2015-01-01 08:10:00,08:04:00,-6.0,09:28:00,09:14:00,-14.0,138.0,130.0,0
HA,ITO,OGG,2015-01-01 08:10:00,08:58:00,48.0,08:48:00,09:40:00,52.0,38.0,42.0,2
MQ,BNA,LGA,2015-01-01 08:10:00,08:00:00,-10.0,11:20:00,11:13:00,-7.0,130.0,133.0,0
MQ,MEM,MIA,2015-01-01 08:10:00,07:59:00,-11.0,11:34:00,11:17:00,-17.0,144.0,138.0,0
NK,LAS,DTW,2015-01-01 08:10:00,08:15:00,5.0,15:02:00,15:07:00,5.0,232.0,232.0,0
NK,MYR,FLL,2015-01-01 08:10:00,08:01:00,-9.0,09:57:00,09:36:00,-21.0,107.0,95.0,0
NK,BWI,LAS,2015-01-01 08:10:00,08:18:00,8.0,10:32:00,10:57:00,25.0,322.0,339.0,1
OO,ABQ,SFO,2015-01-01 08:10:00,08:09:00,-1.0,09:55:00,10:12:00,17.0,165.0,183.0,0
UA,PDX,IAD,2015-01-01 08:11:00,08:07:00,-4.0,16:03:00,15:46:00,-17.0,292.0,279.0,0
UA,LAX,JFK,2015-01-01 08:11:00,08:06:00,-5.0,16:30:00,16:06:00,-24.0,319.0,300.0,0
UA,DEN,PHX,2015-01-01 08:11:00,08:11:00,0.0,10:15:00,10:06:00,-9.0,124.0,115.0,0
UA,IAD,LAS,2015-01-01 08:11:00,08:09:00,-2.0,10:31:00,10:29:00,-2.0,320.0,320.0,0
DL,ATL,RSW,2015-01-01 08:11:00,08:07:00,-4.0,09:53:00,09:56:00,3.0,102.0,109.0,0
OO,DEN,BOI,2015-01-01 08:11:00,08:24:00,13.0,10:17:00,10:15:00,-2.0,126.0,111.0,1
OO,ORD,IND,2015-01-01 08:11:00,08:02:00,-9.0,10:14:00,09:53:00,-21.0,63.0,51.0,0
UA,ORD,PHL,2015-01-01 08:12:00,08:09:00,-3.0,11:14:00,10:46:00,-28.0,122.0,97.0,0
UA,MCO,DEN,2015-01-01 08:12:00,08:46:00,34.0,10:20:00,10:56:00,36.0,248.0,250.0,1
AA,LGA,MIA,2015-01-01 08:12:00,08:03:00,-9.0,11:29:00,11:21:00,-8.0,197.0,198.0,0
B6,LGB,SFO,2015-01-01 08:12:00,08:02:00,-10.0,09:39:00,09:14:00,-25.0,87.0,72.0,0
UA,ORD,LAX,2015-01-01 08:13:00,08:34:00,21.0,10:50:00,11:06:00,16.0,277.0,272.0,1
EV,ORD,MSY,2015-01-01 08:13:00,08:12:00,-1.0,10:44:00,10:36:00,-8.0,151.0,144.0,0
HA,HNL,LIH,2015-01-01 08:13:00,08:05:00,-8.0,08:50:00,08:43:00,-7.0,37.0,38.0,0
B6,PBI,HPN,2015-01-01 08:14:00,08:06:00,-8.0,10:59:00,10:38:00,-21.0,165.0,152.0,0
EV,IAD,ATL,2015-01-01 08:14:00,08:07:00,-7.0,10:18:00,10:02:00,-16.0,124.0,115.0,0
EV,EWR,MEM,2015-01-01 08:14:00,08:25:00,11.0,10:23:00,10:34:00,11.0,189.0,189.0,1
HA,HNL,KOA,2015-01-01 08:14:00,08:12:00,-2.0,08:57:00,08:58:00,1.0,43.0,46.0,0
OO,LAX,BZN,2015-01-01 08:14:00,08:06:00,-8.0,12:03:00,11:59:00,-4.0,169.0,173.0,0
UA,BWI,DEN,2015-01-01 08:15:00,08:10:00,-5.0,10:21:00,10:26:00,5.0,246.0,256.0,0
UA,PBI,EWR,2015-01-01 08:15:00,08:07:00,-8.0,11:04:00,10:50:00,-14.0,169.0,163.0,0
US,BUF,CLT,2015-01-01 08:15:00,08:13:00,-2.0,10:16:00,10:21:00,5.0,121.0,128.0,0
US,PHX,PHL,2015-01-01 08:15:00,08:44:00,29.0,14:32:00,15:00:00,28.0,257.0,256.0,1
US,DEN,CLT,2015-01-01 08:15:00,08:07:00,-8.0,13:23:00,13:12:00,-11.0,188.0,185.0,0
US,JFK,CLT,2015-01-01 08:15:00,08:13:00,-2.0,10:23:00,10:18:00,-5.0,128.0,125.0,0
US,DTW,CLT,2015-01-01 08:15:00,08:22:00,7.0,10:12:00,10:20:00,8.0,117.0,118.0,1
WN,LAS,CMH,2015-01-01 08:15:00,08:13:00,-2.0,15:05:00,15:03:00,-2.0,230.0,230.0,0
WN,MCO,PVD,2015-01-01 08:15:00,08:08:00,-7.0,10:50:00,10:43:00,-7.0,155.0,155.0,0
WN,RNO,SAN,2015-01-01 08:15:00,09:32:00,77.0,09:50:00,10:52:00,62.0,95.0,80.0,2
WN,SLC,LAS,2015-01-01 08:15:00,08:15:00,0.0,08:40:00,08:20:00,-20.0,85.0,65.0,0
WN,SLC,MDW,2015-01-01 08:15:00,08:25:00,10.0,12:30:00,12:46:00,16.0,195.0,201.0,1
WN,TPA,BWI,2015-01-01 08:15:00,08:10:00,-5.0,10:35:00,10:20:00,-15.0,140.0,130.0,0
WN,TPA,DCA,2015-01-01 08:15:00,08:12:00,-3.0,10:25:00,10:17:00,-8.0,130.0,125.0,0
WN,TUL,MDW,2015-01-01 08:15:00,08:10:00,-5.0,10:05:00,09:38:00,-27.0,110.0,88.0,0
WN,TUS,MDW,2015-01-01 08:15:00,08:17:00,2.0,12:35:00,12:35:00,0.0,200.0,198.0,0
UA,SNA,ORD,2015-01-01 08:15:00,08:19:00,4.0,14:20:00,14:03:00,-17.0,245.0,224.0,0
UA,LAX,EWR,2015-01-01 08:15:00,08:06:00,-9.0,16:34:00,15:52:00,-42.0,319.0,286.0,0
US,RSW,CLT,2015-01-01 08:15:00,08:12:00,-3.0,10:10:00,10:10:00,0.0,115.0,118.0,0
AA,SLC,DFW,2015-01-01 08:15:00,08:24:00,9.0,12:00:00,12:23:00,23.0,165.0,179.0,1
AA,TUS,ORD,2015-01-01 08:15:00,08:14:00,-1.0,12:35:00,12:22:00,-13.0,200.0,188.0,0
AA,DFW,ATL,2015-01-01 08:15:00,08:08:00,-7.0,11:15:00,11:27:00,12.0,120.0,139.0,0
AA,LAX,DCA,2015-01-01 08:15:00,08:14:00,-1.0,16:05:00,15:44:00,-21.0,290.0,270.0,0
AA,LGA,DFW,2015-01-01 08:15:00,08:41:00,26.0,11:30:00,11:55:00,25.0,255.0,254.0,1
AA,MSY,DFW,2015-01-01 08:15:00,08:12:00,-3.0,09:55:00,09:50:00,-5.0,100.0,98.0,0
AA,TUS,DFW,2015-01-01 08:15:00,08:16:00,1.0,11:25:00,11:51:00,26.0,130.0,155.0,0
AA,DFW,AUS,2015-01-01 08:15:00,08:11:00,-4.0,09:15:00,09:35:00,20.0,60.0,84.0,0
AA,ATL,MIA,2015-01-01 08:15:00,08:06:00,-9.0,10:12:00,09:43:00,-29.0,117.0,97.0,0
AS,SEA,DCA,2015-01-01 08:15:00,08:12:00,-3.0,16:10:00,15:53:00,-17.0,295.0,281.0,0
AS,SEA,BWI,2015-01-01 08:15:00,08:15:00,0.0,16:20:00,15:59:00,-21.0,305.0,284.0,0
B6,JFK,LAX,2015-01-01 08:15:00,08:10:00,-5.0,11:35:00,11:37:00,2.0,380.0,387.0,0
B6,LAX,JFK,2015-01-01 08:15:00,08:14:00,-1.0,16:31:00,16:12:00,-19.0,316.0,298.0,0
B6,BOS,DEN,2015-01-01 08:15:00,08:17:00,2.0,11:03:00,11:30:00,27.0,288.0,313.0,0
B6,PHL,BOS,2015-01-01 08:15:00,08:01:00,-14.0,09:37:00,09:11:00,-26.0,82.0,70.0,0
DL,JFK,LAX,2015-01-01 08:15:00,08:08:00,-7.0,11:50:00,12:03:00,13.0,395.0,415.0,0
DL,MIA,JFK,2015-01-01 08:15:00,08:13:00,-2.0,11:08:00,11:03:00,-5.0,173.0,170.0,0
DL,RDU,ATL,2015-01-01 08:15:00,08:09:00,-6.0,09:56:00,09:22:00,-34.0,101.0,73.0,0
DL,PBI,ATL,2015-01-01 08:15:00,08:12:00,-3.0,10:05:00,09:51:00,-14.0,110.0,99.0,0
DL,LAX,OGG,2015-01-01 08:15:00,08:09:00,-6.0,12:07:00,12:14:00,7.0,352.0,365.0,0
AA,SFO,DFW,2015-01-01 08:15:00,08:09:00,-6.0,13:45:00,13:37:00,-8.0,210.0,208.0,0
DL,DFW,ATL,2015-01-01 08:15:00,08:16:00,1.0,11:18:00,11:37:00,19.0,123.0,141.0,0
DL,JFK,PBI,2015-01-01 08:15:00,08:02:00,-13.0,11:23:00,11:06:00,-17.0,188.0,184.0,0
DL,ATL,SFO,2015-01-01 08:15:00,08:15:00,0.0,10:43:00,10:14:00,-29.0,328.0,299.0,0
DL,SEA,HNL,2015-01-01 08:15:00,08:13:00,-2.0,12:29:00,12:10:00,-19.0,374.0,357.0,0
DL,JFK,FLL,2015-01-01 08:15:00,08:07:00,-8.0,11:37:00,11:08:00,-29.0,202.0,181.0,0
DL,ATL,MEM,2015-01-01 08:15:00,08:15:00,0.0,08:44:00,08:29:00,-15.0,89.0,74.0,0
DL,RSW,DTW,2015-01-01 08:15:00,08:07:00,-8.0,11:08:00,11:04:00,-4.0,173.0,177.0,0
EV,CAK,ORD,2015-01-01 08:15:00,08:10:00,-5.0,08:49:00,08:30:00,-19.0,94.0,80.0,0
EV,CRW,ORD,2015-01-01 08:15:00,08:29:00,14.0,08:45:00,09:24:00,39.0,90.0,115.0,1
F9,DEN,SNA,2015-01-01 08:15:00,08:18:00,3.0,09:35:00,09:37:00,2.0,140.0,139.0,0
MQ,DFW,HSV,2015-01-01 08:15:00,08:30:00,15.0,09:58:00,10:26:00,28.0,103.0,116.0,1
MQ,CMH,ORD,2015-01-01 08:15:00,08:19:00,4.0,08:50:00,08:34:00,-16.0,95.0,75.0,0
MQ,MQT,ORD,2015-01-01 08:15:00,08:08:00,-7.0,08:50:00,08:21:00,-29.0,95.0,73.0,0
MQ,JFK,RDU,2015-01-01 08:15:00,08:10:00,-5.0,09:58:00,09:49:00,-9.0,103.0,99.0,0
MQ,CMH,LGA,2015-01-01 08:15:00,08:06:00,-9.0,10:00:00,09:55:00,-5.0,105.0,109.0,0
NK,ORD,MSY,2015-01-01 08:15:00,08:14:00,-1.0,10:43:00,10:29:00,-14.0,148.0,135.0,0
OO,CHO,ORD,2015-01-01 08:15:00,08:06:00,-9.0,09:20:00,09:10:00,-10.0,125.0,124.0,0
OO,DFW,SLC,2015-01-01 08:15:00,08:11:00,-4.0,10:16:00,10:20:00,4.0,181.0,189.0,0
OO,ORD,ATL,2015-01-01 08:15:00,09:55:00,100.0,11:16:00,12:44:00,88.0,121.0,109.0,2
OO,SLC,CDC,2015-01-01 08:15:00,08:04:00,-11.0,09:05:00,08:54:00,-11.0,50.0,50.0,0
UA,IAD,MCO,2015-01-01 08:16:00,08:20:00,4.0,10:35:00,10:26:00,-9.0,139.0,126.0,0
DL,HNL,LAX,2015-01-01 08:16:00,08:26:00,10.0,15:50:00,15:52:00,2.0,334.0,326.0,1
EV,EWR,CHS,2015-01-01 08:16:00,08:19:00,3.0,10:26:00,10:19:00,-7.0,130.0,120.0,0
EV,IAD,CLE,2015-01-01 08:16:00,08:07:00,-9.0,09:37:00,09:15:00,-22.0,81.0,68.0,0
OO,COS,DEN,2015-01-01 08:16:00,08:11:00,-5.0,09:10:00,09:06:00,-4.0,54.0,55.0,0
HA,OGG,HNL,2015-01-01 08:17:00,08:09:00,-8.0,08:52:00,08:45:00,-7.0,35.0,36.0,0
UA,ORD,SFO,2015-01-01 08:18:00,08:52:00,34.0,11:00:00,10:52:00,-8.0,282.0,240.0,1
B6,FLL,JFK,2015-01-01 08:18:00,09:01:00,43.0,11:00:00,11:40:00,40.0,162.0,159.0,1
NK,DTW,MCO,2015-01-01 08:18:00,08:16:00,-2.0,11:00:00,10:43:00,-17.0,162.0,147.0,0
UA,SAT,IAH,2015-01-01 08:19:00,08:15:00,-4.0,09:19:00,09:22:00,3.0,60.0,67.0,0
US,PBI,CLT,2015-01-01 08:20:00,08:17:00,-3.0,10:15:00,10:06:00,-9.0,115.0,109.0,0
UA,SAN,DEN,2015-01-01 08:20:00,08:11:00,-9.0,11:46:00,11:38:00,-8.0,146.0,147.0,0
VX,LAX,IAD,2015-01-01 08:20:00,08:16:00,-4.0,16:05:00,15:39:00,-26.0,285.0,263.0,0
VX,SFO,FLL,2015-01-01 08:20:00,08:16:00,-4.0,16:40:00,16:43:00,3.0,320.0,327.0,0
WN,AUS,DAL,2015-01-01 08:20:00,08:31:00,11.0,09:20:00,09:24:00,4.0,60.0,53.0,1
WN,BWI,DEN,2015-01-01 08:20:00,08:19:00,-1.0,10:35:00,10:37:00,2.0,255.0,258.0,0
WN,CHS,MDW,2015-01-01 08:20:00,08:16:00,-4.0,09:40:00,09:34:00,-6.0,140.0,138.0,0
WN,LAS,BUR,2015-01-01 08:20:00,08:15:00,-5.0,09:25:00,09:10:00,-15.0,65.0,55.0,0
WN,ABQ,SAN,2015-01-01 08:20:00,08:18:00,-2.0,09:15:00,09:16:00,1.0,115.0,118.0,0
WN,ATL,FLL,2015-01-01 08:20:00,08:26:00,6.0,10:10:00,10:10:00,0.0,110.0,104.0,1
WN,SNA,PHX,2015-01-01 08:20:00,08:16:00,-4.0,10:30:00,10:22:00,-8.0,70.0,66.0,0
UA,EWR,LAS,2015-01-01 08:20:00,08:23:00,3.0,11:16:00,10:58:00,-18.0,356.0,335.0,0
UA,IAD,DEN,2015-01-01 08:20:00,08:23:00,3.0,10:22:00,10:38:00,16.0,242.0,255.0,0
UA,TPA,DEN,2015-01-01 08:20:00,08:18:00,-2.0,10:22:00,10:43:00,21.0,242.0,265.0,0
UA,LAX,SFO,2015-01-01 08:20:00,08:16:00,-4.0,09:59:00,09:59:00,0.0,99.0,103.0,0
UA,PHX,IAH,2015-01-01 08:20:00,08:38:00,18.0,11:52:00,11:53:00,1.0,152.0,135.0,1
UA,ORD,SJU,2015-01-01 08:20:00,08:24:00,4.0,15:00:00,14:29:00,-31.0,280.0,245.0,0
US,DFW,PHX,2015-01-01 08:20:00,08:22:00,2.0,10:12:00,10:11:00,-1.0,172.0,169.0,0
US,PHX,SJC,2015-01-01 08:20:00,08:56:00,36.0,09:16:00,09:51:00,35.0,116.0,115.0,1
AA,DFW,STL,2015-01-01 08:20:00,08:31:00,11.0,09:55:00,10:05:00,10.0,95.0,94.0,1
AA,SFO,ORD,2015-01-01 08:20:00,08:18:00,-2.0,14:30:00,14:26:00,-4.0,250.0,248.0,0
B6,BDL,MCO,2015-01-01 08:20:00,10:13:00,113.0,11:32:00,13:08:00,96.0,192.0,175.0,2
DL,ATL,LAS,2015-01-01 08:20:00,08:17:00,-3.0,09:57:00,09:41:00,-16.0,277.0,264.0,0
DL,MSP,DTW,2015-01-01 08:20:00,08:15:00,-5.0,11:10:00,10:56:00,-14.0,110.0,101.0,0
DL,MCO,JFK,2015-01-01 08:20:00,08:18:00,-2.0,10:52:00,10:35:00,-17.0,152.0,137.0,0
DL,MCI,ATL,2015-01-01 08:20:00,08:13:00,-7.0,11:25:00,11:04:00,-21.0,125.0,111.0,0
DL,ATL,SJU,2015-01-01 08:20:00,08:18:00,-2.0,12:48:00,12:37:00,-11.0,208.0,199.0,0
DL,PHL,MSP,2015-01-01 08:20:00,08:14:00,-6.0,10:26:00,10:00:00,-26.0,186.0,166.0,0
DL,IND,ATL,2015-01-01 08:20:00,08:19:00,-1.0,10:06:00,09:41:00,-25.0,106.0,82.0,0
EV,IAD,GSO,2015-01-01 08:20:00,08:29:00,9.0,09:27:00,09:28:00,1.0,67.0,59.0,1
EV,FSD,DEN,2015-01-01 08:20:00,08:13:00,-7.0,09:09:00,09:06:00,-3.0,109.0,113.0,0
F9,IAD,MIA,2015-01-01 08:20:00,08:18:00,-2.0,11:05:00,10:49:00,-16.0,165.0,151.0,0
HA,OAK,OGG,2015-01-01 08:20:00,08:15:00,-5.0,11:40:00,11:32:00,-8.0,320.0,317.0,0
MQ,DSM,ORD,2015-01-01 08:20:00,08:14:00,-6.0,09:45:00,10:06:00,21.0,85.0,112.0,0
OO,LAX,AUS,2015-01-01 08:20:00,08:16:00,-4.0,13:18:00,13:38:00,20.0,178.0,202.0,0
OO,MFR,SFO,2015-01-01 08:20:00,08:08:00,-12.0,09:49:00,09:38:00,-11.0,89.0,90.0,0
OO,SLC,PHX,2015-01-01 08:20:00,08:14:00,-6.0,10:14:00,10:22:00,8.0,114.0,128.0,0
OO,GJT,PHX,2015-01-01 08:20:00,08:13:00,-7.0,10:11:00,10:20:00,9.0,111.0,127.0,0
UA,MSY,DEN,2015-01-01 08:21:00,08:21:00,0.0,10:20:00,10:14:00,-6.0,179.0,173.0,0
DL,ATL,ORD,2015-01-01 08:21:00,08:36:00,15.0,09:32:00,09:42:00,10.0,131.0,126.0,1
OO,PHX,YUM,2015-01-01 08:21:00,08:27:00,6.0,09:17:00,09:29:00,12.0,56.0,62.0,1
DL,ATL,PBI,2015-01-01 08:22:00,08:19:00,-3.0,10:10:00,10:07:00,-3.0,108.0,108.0,0
DL,ATL,LAX,2015-01-01 08:22:00,08:21:00,-1.0,10:30:00,10:35:00,5.0,308.0,314.0,0
EV,IAD,PIT,2015-01-01 08:22:00,08:21:00,-1.0,09:21:00,09:24:00,3.0,59.0,63.0,0
UA,DEN,IAD,2015-01-01 08:23:00,08:30:00,7.0,13:33:00,13:20:00,-13.0,190.0,170.0,1
UA,LAX,DEN,2015-01-01 08:23:00,09:31:00,68.0,11:44:00,12:44:00,60.0,141.0,133.0,2
UA,SFO,EWR,2015-01-01 08:23:00,08:22:00,-1.0,16:59:00,16:42:00,-17.0,336.0,320.0,0
EV,BNA,IAH,2015-01-01 08:23:00,08:18:00,-5.0,10:45:00,10:53:00,8.0,142.0,155.0,0
OO,PSP,DEN,2015-01-01 08:23:00,09:42:00,79.0,11:34:00,12:55:00,81.0,131.0,133.0,2
US,PHL,CLT,2015-01-01 08:24:00,08:17:00,-7.0,10:17:00,10:02:00,-15.0,113.0,105.0,0
UA,SEA,IAH,2015-01-01 08:24:00,08:18:00,-6.0,14:39:00,14:31:00,-8.0,255.0,253.0,0
US,SFO,PHL,2015-01-01 08:25:00,08:26:00,1.0,16:42:00,16:38:00,-4.0,317.0,312.0,0
US,RSW,DCA,2015-01-01 08:25:00,08:20:00,-5.0,10:38:00,10:40:00,2.0,133.0,140.0,0
US,SEA,PHX,2015-01-01 08:25:00,08:25:00,0.0,12:10:00,12:06:00,-4.0,165.0,161.0,0
UA,ORD,DEN,2015-01-01 08:25:00,09:25:00,60.0,10:05:00,11:21:00,76.0,160.0,176.0,2
UA,AUS,IAH,2015-01-01 08:25:00,08:24:00,-1.0,09:24:00,09:12:00,-12.0,59.0,48.0,0
WN,ATL,MDW,2015-01-01 08:25:00,08:26:00,1.0,09:25:00,09:26:00,1.0,120.0,120.0,0
WN,BWI,ABQ,2015-01-01 08:25:00,08:24:00,-1.0,11:05:00,11:40:00,35.0,280.0,316.0,0
WN,BWI,MEM,2015-01-01 08:25:00,08:24:00,-1.0,10:05:00,10:01:00,-4.0,160.0,157.0,0
WN,BWI,RSW,2015-01-01 08:25:00,08:25:00,0.0,11:15:00,10:54:00,-21.0,170.0,149.0,0
WN,MCO,IND,2015-01-01 08:25:00,08:17:00,-8.0,10:50:00,10:38:00,-12.0,145.0,141.0,0
US,DCA,LAS,2015-01-01 08:25:00,08:16:00,-9.0,10:55:00,10:24:00,-31.0,330.0,308.0,0
AA,HNL,LAX,2015-01-01 08:25:00,08:16:00,-9.0,15:55:00,15:40:00,-15.0,330.0,324.0,0
AA,BNA,DFW,2015-01-01 08:25:00,08:17:00,-8.0,10:40:00,10:15:00,-25.0,135.0,118.0,0
AA,CLT,DFW,2015-01-01 08:25:00,08:25:00,0.0,10:30:00,10:26:00,-4.0,185.0,181.0,0
AA,DFW,MSY,2015-01-01 08:25:00,08:22:00,-3.0,09:50:00,09:58:00,8.0,85.0,96.0,0
AS,HNL,SEA,2015-01-01 08:25:00,08:23:00,-2.0,16:19:00,15:49:00,-30.0,354.0,326.0,0
B6,JFK,FLL,2015-01-01 08:25:00,08:24:00,-1.0,11:35:00,11:52:00,17.0,190.0,208.0,0
DL,ATL,STT,2015-01-01 08:25:00,08:42:00,17.0,13:00:00,12:55:00,-5.0,215.0,193.0,1
DL,ORD,ATL,2015-01-01 08:25:00,08:27:00,2.0,11:28:00,11:10:00,-18.0,123.0,103.0,0
DL,ATL,TLH,2015-01-01 08:25:00,08:21:00,-4.0,09:31:00,09:20:00,-11.0,66.0,59.0,0
DL,RSW,LGA,2015-01-01 08:25:00,09:07:00,42.0,11:15:00,11:45:00,30.0,170.0,158.0,1
DL,CLT,ATL,2015-01-01 08:25:00,08:25:00,0.0,09:48:00,09:34:00,-14.0,83.0,69.0,0
DL,CVG,SLC,2015-01-01 08:25:00,08:20:00,-5.0,10:29:00,10:18:00,-11.0,244.0,238.0,0
MQ,TVC,ORD,2015-01-01 08:25:00,08:27:00,2.0,08:55:00,08:24:00,-31.0,90.0,57.0,0
NK,TPA,FLL,2015-01-01 08:25:00,08:18:00,-7.0,09:28:00,09:15:00,-13.0,63.0,57.0,0
OO,COS,SLC,2015-01-01 08:25:00,08:23:00,-2.0,10:19:00,10:17:00,-2.0,114.0,114.0,0
